Volumen,Volumen_titulo,Parte,Parte_titulo,Seccion,Seccion_titulo,Tipo,N_capitulo,Titulo,Autores,N_autores,Pagina,Region,Tema,Periodo,Macro_region,Eje_Brasil,Escala_geografica,Macro_tema,Enfoque_disciplinar,Eje_alteridad,Tipo_alteridad,Formato_texto,Siglo_foco,Periodo_ordinal,N_autores_grupo,Ambito_ling_prob
1,Configurations of Literary Culture,3,Plurality of Discourse in Latin American Culture,4,Transformations in Popular Culture,Introduccion,,Introduction,Mario J. Valdés,1,575,Pan-latinoamericana,Cultura popular,N/A,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Oralidad, cultura popular y medios",Antropologia cultural / est. culturales,No,Ninguno,Panoramico / sintesis,N/A,,Individual,Espanol (prob.)
1,Configurations of Literary Culture,3,Plurality of Discourse in Latin American Culture,4,Transformations in Popular Culture,Capitulo,58,Laughing through One's Tears: Popular Culture in Mexico,Carlos Monsiváis,1,576,Mexico,Cultura popular,s.XX,Mexico,Hispanoamerica,Nacional,"Oralidad, cultura popular y medios",Antropologia cultural / est. culturales,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
1,Configurations of Literary Culture,3,Plurality of Discourse in Latin American Culture,4,Transformations in Popular Culture,Capitulo,59,Mass Culture and Literature in Latin America,Ana María Amar Sánchez,1,598,Pan-latinoamericana,Cultura de masas,s.XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Oralidad, cultura popular y medios",Antropologia cultural / est. culturales,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
1,Configurations of Literary Culture,3,Plurality of Discourse in Latin American Culture,4,Transformations in Popular Culture,Capitulo,60,Literatura de Cordel: Literature for Market and Voice,Idelette Muzart Fonseca dos Santos,1,614,Brasil,Cultura popular/Oralidad,Multiple,Brasil,Brasil,Nacional,"Oralidad, cultura popular y medios",Antropologia cultural / est. culturales,No,Ninguno,Caso de estudio,Transversal,,Individual,Portugues (prob.)
1,Configurations of Literary Culture,3,Plurality of Discourse in Latin American Culture,4,Transformations in Popular Culture,Capitulo,61,Religious Celebrations in Brazilian Cultural History,Marlyse Meyer,1,620,Brasil,Cultura popular/Religion,Multiple,Brasil,Brasil,Nacional,"Oralidad, cultura popular y medios",Antropologia cultural / est. culturales,No,Ninguno,Caso de estudio,Transversal,,Individual,Portugues (prob.)
1,Configurations of Literary Culture,3,Plurality of Discourse in Latin American Culture,4,Transformations in Popular Culture,Capitulo,62,Carnival,Félix Coluccio; Marta Isabel Coluccio,2,625,Pan-latinoamericana,Cultura popular,Multiple,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Oralidad, cultura popular y medios",Antropologia cultural / est. culturales,No,Ninguno,Caso de estudio,Transversal,,Coautoria (2-3),Espanol (prob.)
1,Configurations of Literary Culture,3,Plurality of Discourse in Latin American Culture,4,Transformations in Popular Culture,Capitulo,63,Popular Memory and the Collective Imagination in Latin American Soap Operas,Jesús Martín-Barbero,1,630,Pan-latinoamericana,Cultura de masas/Medios,s.XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Oralidad, cultura popular y medios",Antropologia cultural / est. culturales,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
1,Configurations of Literary Culture,3,Plurality of Discourse in Latin American Culture,4,Transformations in Popular Culture,Capitulo,64,The Popular in the Confused Republics?,Carlos Monsiváis,1,640,Pan-latinoamericana,Cultura popular,s.XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Oralidad, cultura popular y medios",Antropologia cultural / est. culturales,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
1,Configurations of Literary Culture,3,Plurality of Discourse in Latin American Culture,5,Cinema: Cultural Dialogues and the Process of Modernity,Capitulo,65,Cultural Dialogues and the Process of Modernity,Julianne Burton-Carvajal; Zuzana M. Pick,2,651,Pan-latinoamericana,Cine,s.XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,Cine y audiovisual,Cine y medios,No,Ninguno,Caso de estudio,Siglo XX,4,Coautoria (2-3),Espanol (prob.)
2,Institutional Modes and Cultural Modalities,,,,,Front matter,,Introduction,Walter D. Mignolo,1,,Pan-latinoamericana,Instituciones/Teoria,N/A,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Instituciones, libro y educacion",Historia cultural e institucional,No,Ninguno,Panoramico / sintesis,N/A,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,,,Introduccion,,Introduction,Lisa Block de Behar; Tânia Franco Carvalhal,2,,Pan-latinoamericana,Instituciones culturales,N/A,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Instituciones, libro y educacion",Historia cultural e institucional,No,Ninguno,Panoramico / sintesis,N/A,,Coautoria (2-3),Espanol (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,1,Books and Readers in Latin America,Capitulo,1,"Books, Myths, and the Reading Public in Spanish America during the Sixteenth Century",Luigi Avonto,1,,Hispanoamerica,Libro/Lectura,Colonial,Hispanoamerica (transnac.),Hispanoamerica,Pan-latinoamericano,"Instituciones, libro y educacion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Colonial,2,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,1,Books and Readers in Latin America,Capitulo,2,The Book in Brazil: Libraries and Presses,José Mindlin,1,,Brasil,Libro/Bibliotecas,Multiple,Brasil,Brasil,Nacional,"Instituciones, libro y educacion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,1,Books and Readers in Latin America,Documento,3,Document: Oswald: Free Book,Augusto de Campos,1,,Brasil,Libro,s.XX,Brasil,Brasil,Nacional,"Instituciones, libro y educacion",Historia cultural e institucional,No,Ninguno,Documento primario,Siglo XX,4,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,2,Cultural Institutions,Capitulo,4,Cultural Institutions in Latin America,K. Alfons Knauth,1,,Pan-latinoamericana,Instituciones culturales,Multiple,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Instituciones, libro y educacion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,2,Cultural Institutions,Capitulo,5,Cultural Institutions and Intellectual Life in Brazil,Luiz Roberto Cairo,1,,Brasil,Instituciones culturales,Multiple,Brasil,Brasil,Nacional,"Instituciones, libro y educacion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,2,Cultural Institutions,Capitulo,6,Cultural Models of Representation in Seventeenth-Century Brazil,João Adolfo Hansen,1,,Brasil,Instituciones culturales,Colonial,Brasil,Brasil,Nacional,"Instituciones, libro y educacion",Historia cultural e institucional,No,Ninguno,Panoramico / sintesis,Colonial,2,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,2,Cultural Institutions,Capitulo,7,Museums in Latin America,Maria de Lourdes Parreiras-Horta,1,,Pan-latinoamericana,Museos/Patrimonio,Multiple,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Instituciones, libro y educacion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,2,Cultural Institutions,Capitulo,8,"Education in Brazil: Omissions, Advances, and Future Perspectives",Célio da Cunha,1,,Brasil,Educacion,Multiple,Brasil,Brasil,Nacional,"Instituciones, libro y educacion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,2,Cultural Institutions,Capitulo,9,Brazilian Literature in the 1970s: Censorship and the Culture Industry,Cíntia Schwantes; Rildo Cosson,2,,Brasil,Censura/Industria cultural,s.XX,Brasil,Brasil,Nacional,"Instituciones, libro y educacion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Siglo XX,4,Coautoria (2-3),Portugues (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,2,Cultural Institutions,Capitulo,10,State Sponsorship and Control of Publishing in Brazil,Fábio Lucas,1,,Brasil,Editorial/Estado,s.XX,Brasil,Brasil,Nacional,"Instituciones, libro y educacion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,3,Cultural Journalism,Capitulo,11,Cultural Journalism in Spanish America: An Overview,Aníbal González-Pérez,1,,Hispanoamerica,Periodismo cultural,Multiple,Hispanoamerica (transnac.),Hispanoamerica,Pan-latinoamericano,"Prensa, critica y traduccion",Historia cultural e institucional,No,Ninguno,Panoramico / sintesis,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,3,Cultural Journalism,Capitulo,12,Criticism and Literature in Brazilian Periodicals of the Romantic Period,Luiz Roberto Cairo,1,,Brasil,Periodismo cultural,s.XIX,Brasil,Brasil,Nacional,"Prensa, critica y traduccion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Siglo XIX,3,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,3,Cultural Journalism,Capitulo,13,From Journalism to Foundational Text: Os Sertões [Rebellion in the Backlands],Jorge Coli,1,,Brasil,Periodismo/Ensayo,s.XIX-XX,Brasil,Brasil,Nacional,"Prensa, critica y traduccion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Siglos XIX-XX,3.5,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,3,Cultural Journalism,Capitulo,14,Literary Journalism in Brazil during the First Half of the Twentieth Century,Ívia Alves,1,,Brasil,Periodismo cultural,s.XX,Brasil,Brasil,Nacional,"Prensa, critica y traduccion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,3,Cultural Journalism,Capitulo,15,Literary Periodicals of the 1960s: Proposals for Re-reading,Luz Rodríguez-Carranza,1,,Pan-latinoamericana,Periodismo cultural,s.XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Prensa, critica y traduccion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,3,Cultural Journalism,Capitulo,16,Criticism and Cultural Journalism in Contemporary Brazil,Maria Lúcia de Barros Camargo,1,,Brasil,Periodismo/Critica,s.XX,Brasil,Brasil,Nacional,"Prensa, critica y traduccion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,4,Translation as a Cultural Institution,Capitulo,17,Translation as a Literary Institution,László Scholz,1,,Pan-latinoamericana,Traduccion,Multiple,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Prensa, critica y traduccion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,1,Cultural Institutions,4,Translation as a Cultural Institution,Capitulo,18,The Development of a Translation Paideuma and Poetics in Brazil: The Campos Brothers,Else Ribeiro Pires Vieira,1,,Brasil,Traduccion,s.XX,Brasil,Brasil,Nacional,"Prensa, critica y traduccion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,2,Textual Models and Their Transformations,,,Introduccion,,Introduction,Randolph D. Pope; Flora Süssekind,2,,Pan-latinoamericana,Generos/Modelos textuales,N/A,Pan-latinoamericano,Transversal,Pan-latinoamericano,Genero y sexualidad,Critica e historia literaria,Si,Genero y sexualidad,Panoramico / sintesis,N/A,,Coautoria (2-3),Espanol (prob.)
2,Institutional Modes and Cultural Modalities,2,Textual Models and Their Transformations,1,Form and Figuration,Capitulo,19,The Book and the Format of the Novel,Jussara Menezes Quadros,1,,Pan-latinoamericana,Novela/Forma,Multiple,Pan-latinoamericano,Transversal,Pan-latinoamericano,Generos y modelos literarios,Critica e historia literaria,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,2,Textual Models and Their Transformations,1,Form and Figuration,Capitulo,20,The Representation of Nature in Nineteenth-Century Narrative and Iconography,Luz Aurora Pimentel,1,,Pan-latinoamericana,Naturaleza/Representacion,s.XIX,Pan-latinoamericano,Transversal,Pan-latinoamericano,Generos y modelos literarios,Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XIX,3,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,2,Textual Models and Their Transformations,2,Poetic Models and the Cultural Imaginary,Capitulo,21,Poetic Exchange and Epic Landscapes,Gwen Kirkpatrick,1,,Pan-latinoamericana,Poesia,Multiple,Pan-latinoamericano,Transversal,Pan-latinoamericano,Generos y modelos literarios,Critica e historia literaria,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,2,Textual Models and Their Transformations,2,Poetic Models and the Cultural Imaginary,Capitulo,22,An Emerging Poetry,Noé Jitrik,1,,Pan-latinoamericana,Poesia,Multiple,Pan-latinoamericano,Transversal,Pan-latinoamericano,Generos y modelos literarios,Critica e historia literaria,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,2,Textual Models and Their Transformations,3,"Forms of Discourse in Testimonio, Autobiography, and Letter Writing",Capitulo,23,In the Web of Reality: Latin American Testimonio,Elżbieta Sklodowska,1,,Pan-latinoamericana,Testimonio,s.XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,Generos y modelos literarios,Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,2,Textual Models and Their Transformations,3,"Forms of Discourse in Testimonio, Autobiography, and Letter Writing",Documento,24,Document: From the Spoken to the Written Word,Elena Poniatowska,1,,Mexico,Testimonio,s.XX,Mexico,Hispanoamerica,Nacional,Generos y modelos literarios,Critica e historia literaria,No,Ninguno,Documento primario,Siglo XX,4,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,2,Textual Models and Their Transformations,3,"Forms of Discourse in Testimonio, Autobiography, and Letter Writing",Capitulo,25,The Epistolary Genre and Brazilian Modernism,Julio Castañón Guimarães,1,,Brasil,Epistolar/Modernismo,s.XX,Brasil,Brasil,Nacional,Generos y modelos literarios,Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,2,Textual Models and Their Transformations,4,The Essay and Its Corollaries,Capitulo,26,The Comparative Drive in the Latin American Essay,Randolph D. Pope,1,,Pan-latinoamericana,Ensayo,Multiple,Pan-latinoamericano,Transversal,Pan-latinoamericano,Generos y modelos literarios,Critica e historia literaria,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,2,Textual Models and Their Transformations,4,The Essay and Its Corollaries,Capitulo,27,Satire and Temporal Heterogeneity,Flora Süssekind,1,,Pan-latinoamericana,Satira,Multiple,Pan-latinoamericano,Transversal,Pan-latinoamericano,Generos y modelos literarios,Critica e historia literaria,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,2,Textual Models and Their Transformations,4,The Essay and Its Corollaries,Capitulo,28,The Sermon in the Seventeenth Century,Alcir Pécora,1,,Brasil,Sermon/Retorica,Colonial,Brasil,Brasil,Nacional,Generos y modelos literarios,Critica e historia literaria,No,Ninguno,Caso de estudio,Colonial,2,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,2,Textual Models and Their Transformations,5,The Novel,Capitulo,29,The Feuilleton and European Models in the Making of the Brazilian Novel,Marlyse Meyer,1,,Brasil,Novela/Folletin,s.XIX,Brasil,Brasil,Nacional,Generos y modelos literarios,Critica e historia literaria,No,Ninguno,Panoramico / sintesis,Siglo XIX,3,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,2,Textual Models and Their Transformations,5,The Novel,Capitulo,30,Novel and Journalism: Strategic Interchanges,Aníbal González Pérez,1,,Pan-latinoamericana,Novela/Periodismo,s.XIX-XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Prensa, critica y traduccion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Siglos XIX-XX,3.5,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,2,Textual Models and Their Transformations,5,The Novel,Capitulo,31,The Making of the Latin American Novel,Roberto González Echevarría,1,,Pan-latinoamericana,Novela,Multiple,Pan-latinoamericano,Transversal,Pan-latinoamericano,Generos y modelos literarios,Critica e historia literaria,No,Ninguno,Panoramico / sintesis,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,,,Introduccion,,Introduction,Eduardo F. Coutinho; Victoria Peralta,2,,Pan-latinoamericana,Centros culturales/Ciudades,N/A,Pan-latinoamericano,Transversal,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Panoramico / sintesis,N/A,,Coautoria (2-3),Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,1,Northern Mexico and the Border,Capitulo,32,Threshold without Frontier: Cultural Limits and Cultural Intervals on the Mexico-U.S. Border,José Manuel Valenzuela Arce,1,,Mexico/EE.UU.,Frontera/Ciudades,Multiple,Multirregional (2+ areas),Transversal,Transnacional / Diaspora,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Ingles/Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,2,Mesoamerica,Capitulo,33,Enlightened Neighborhood: Mexico City as a Cultural Center,Carlos Monsiváis,1,,Mexico,Ciudades/Centros culturales,Multiple,Mexico,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,2,Mesoamerica,Capitulo,34,The Cultural Centers of Central America,Nicasio Urbina; Laura Barbas Rhoden,2,,Centroamerica,Ciudades/Centros culturales,Multiple,Centroamerica,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Coautoria (2-3),Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,3,The Caribbean,Introduccion,,Introduction,Marcelino Juan Canino Salgado,1,,Caribe,Ciudades/Centros culturales,N/A,Caribe,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Panoramico / sintesis,N/A,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,3,The Caribbean,Capitulo,35,Havana,Luisa Campuzano,1,,Caribe,Ciudades/Centros culturales,Multiple,Caribe,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,3,The Caribbean,Capitulo,36,"Santo Domingo: Center of Innovation, Transition, and Change",William Luis,1,,Caribe,Ciudades/Centros culturales,Multiple,Caribe,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,3,The Caribbean,Capitulo,37,Puerto Rico: Caribbean Cultural Center,Marcelino Juan Canino Salgado,1,,Caribe,Ciudades/Centros culturales,Multiple,Caribe,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,4,Andean Region,Introduccion,,Introduction,Consuelo Triviño Anzola,1,,Andes,Ciudades/Centros culturales,N/A,Andes,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Panoramico / sintesis,N/A,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,4,Andean Region,Capitulo,38,Caracas,Alexis Márquez Rodríguez,1,,Andes,Ciudades/Centros culturales,Multiple,Andes,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,4,Andean Region,Capitulo,39,Lima: A Blurred Centrality,Sara Castro-Klarén,1,,Andes,Ciudades/Centros culturales,Multiple,Andes,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,4,Andean Region,Capitulo,40,Bogotá: From Colonial Hamlet to Cosmopolitan Metropolis,Victoria Peralta,1,,Andes,Ciudades/Centros culturales,Multiple,Andes,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,4,Andean Region,Capitulo,41,Convent in the Clouds: Quito as a Cultural Center,Regina Harrison,1,,Andes,Ciudades/Centros culturales,Multiple,Andes,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,4,Andean Region,Capitulo,42,La Paz—Chukiyawu Marka,Elizabeth Monasterios,1,,Andes,Ciudades/Centros culturales,Multiple,Andes,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,5,Amazonia,Introduccion,,Introduction,Nicomedes Suárez Araúz,1,,Amazonia,Ciudades/Centros culturales,N/A,Amazonia,Transversal,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Panoramico / sintesis,N/A,,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,5,Amazonia,Capitulo,43,Belém: Cultural Center,Benedito Nunes,1,,Amazonia,Ciudades/Centros culturales,Multiple,Amazonia,Transversal,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,5,Amazonia,Documento,44,Document: The View from Manaus,Milton Hatoum,1,,Amazonia,Ciudades/Centros culturales,s.XX,Amazonia,Transversal,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Documento primario,Siglo XX,4,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,5,Amazonia,Capitulo,45,Amazonian Cultural Centers of Bolivia,Nicomedes Suárez Araúz,1,,Amazonia,Ciudades/Centros culturales,Multiple,Amazonia,Transversal,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,6,East and Central Brazil,Introduccion,,Introduction,Ângela Maria Dias,1,,Brasil,Ciudades/Centros culturales,N/A,Brasil,Brasil,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Panoramico / sintesis,N/A,,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,6,East and Central Brazil,Capitulo,46,Recife as a Cultural Center,César Leal,1,,Brasil,Ciudades/Centros culturales,Multiple,Brasil,Brasil,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,6,East and Central Brazil,Capitulo,47,Bahia: Colonization and Cultures,Eneida Leal Cunha; Jeferson Bacelar; Lizir Arcanjo Alves,3,,Brasil,Ciudades/Centros culturales,Multiple,Brasil,Brasil,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Coautoria (2-3),Portugues (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,6,East and Central Brazil,Capitulo,48,Rio de Janeiro: Capital City,Renato Cordeiro Gomes; Margarida de Souza Neves; Mônica Pimenta Velloso,3,,Brasil,Ciudades/Centros culturales,Multiple,Brasil,Brasil,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Coautoria (2-3),Portugues (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,6,East and Central Brazil,Capitulo,49,São Paulo: The Cultural Laboratory and Its Close,Nicolau Sevcenko,1,,Brasil,Ciudades/Centros culturales,Multiple,Brasil,Brasil,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,6,East and Central Brazil,Capitulo,50,"Ouro Preto, Belo Horizonte, Brasília: The Utopia of Modernity",Maria Zilda Ferreira Cury,1,,Brasil,Ciudades/Centros culturales,Multiple,Brasil,Brasil,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,7,"The Pampas, the Southern Borderlands",Introduccion,,Introduction,Mario J. Valdés,1,,Cono Sur,Ciudades/Centros culturales,N/A,Cono Sur,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Panoramico / sintesis,N/A,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,7,"The Pampas, the Southern Borderlands",Capitulo,51,Asunción as a Cultural Center,Olga V. Araújo-Mendieta,1,,Cono Sur,Ciudades/Centros culturales,Multiple,Cono Sur,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,7,"The Pampas, the Southern Borderlands",Capitulo,52,Porto Alegre: Cultural Center of Southern Brazil,Rita Terezinha Schmidt,1,,Brasil,Ciudades/Centros culturales,Multiple,Brasil,Brasil,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Portugues (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,8,Rio de la Plata and Chile,Introduccion,,Introduction,Richard J. Walter,1,,Cono Sur,Ciudades/Centros culturales,N/A,Cono Sur,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Panoramico / sintesis,N/A,,Individual,Espanol (prob.)
